3.899999999999999821e-03 8.000000000000000383e-04 3.600000000000000227e-04
3.030000000000000054e-02 4.499999999999999660e-03 1.600000000000000131e-04
2.750000000000000014e-02 3.599999999999999901e-03 3.299999999999999982e-04
1.760000000000000106e-02 1.899999999999999996e-03 4.699999999999999859e-04
1.100000000000000066e-03 3.200000000000000153e-03 4.000000000000000192e-04
3.729999999999999982e-02 1.799999999999999951e-03 3.699999999999999947e-04
2.879999999999999921e-02 1.000000000000000021e-03 4.299999999999999894e-04
6.100000000000000387e-03 3.399999999999999811e-03 3.099999999999999999e-04
2.100000000000000130e-02 4.599999999999999922e-03 3.299999999999999982e-04
7.199999999999999803e-03 4.100000000000000346e-03 1.900000000000000105e-04
8.200000000000000691e-03 4.700000000000000185e-03 4.400000000000000157e-04
3.729999999999999982e-02 5.999999999999999474e-04 3.800000000000000209e-04
8.000000000000000167e-03 5.599999999999999943e-03 2.700000000000000035e-04
2.450000000000000094e-02 1.899999999999999996e-03 4.400000000000000157e-04
3.370000000000000079e-02 4.599999999999999922e-03 4.600000000000000139e-04
1.510000000000000057e-02 3.299999999999999982e-03 4.499999999999999877e-04
3.549999999999999684e-02 5.000000000000000104e-04 3.299999999999999982e-04
2.230000000000000038e-02 2.500000000000000052e-03 1.200000000000000030e-04
2.359999999999999945e-02 3.599999999999999901e-03 3.600000000000000227e-04
3.540000000000000091e-02 3.700000000000000164e-03 1.100000000000000039e-04
1.849999999999999908e-02 5.199999999999999761e-03 1.499999999999999869e-04
3.180000000000000188e-02 2.799999999999999972e-03 2.500000000000000052e-04
4.000000000000000083e-03 5.100000000000000366e-03 4.600000000000000139e-04
2.290000000000000022e-02 5.999999999999999474e-04 1.100000000000000039e-04
4.400000000000000265e-03 2.700000000000000143e-03 2.700000000000000035e-04
2.510000000000000078e-02 5.199999999999999761e-03 3.699999999999999947e-04
3.379999999999999671e-02 2.500000000000000052e-03 4.600000000000000139e-04
3.230000000000000232e-02 3.700000000000000164e-03 1.700000000000000122e-04
6.000000000000000125e-03 1.000000000000000021e-03 1.900000000000000105e-04
2.939999999999999905e-02 3.399999999999999811e-03 4.499999999999999877e-04
2.769999999999999893e-02 4.499999999999999660e-03 1.000000000000000048e-04
3.579999999999999849e-02 4.199999999999999740e-03 3.600000000000000227e-04
7.599999999999999985e-03 2.399999999999999790e-03 2.599999999999999772e-04
1.980000000000000163e-02 5.100000000000000366e-03 4.600000000000000139e-04
1.600000000000000033e-02 5.499999999999999681e-03 2.799999999999999755e-04
1.009999999999999960e-02 4.400000000000000265e-03 1.700000000000000122e-04
1.729999999999999941e-02 4.400000000000000265e-03 2.100000000000000087e-04
2.910000000000000087e-02 4.700000000000000185e-03 2.300000000000000070e-04
5.899999999999999863e-03 4.000000000000000192e-04 1.900000000000000105e-04
2.639999999999999986e-02 2.099999999999999870e-03 3.499999999999999964e-04
1.349999999999999985e-02 3.299999999999999982e-03 2.200000000000000078e-04
2.390000000000000110e-02 4.400000000000000265e-03 3.600000000000000227e-04
2.549999999999999836e-02 2.399999999999999790e-03 2.900000000000000017e-04
3.640000000000000180e-02 5.499999999999999681e-03 2.700000000000000035e-04
8.200000000000000691e-03 2.899999999999999800e-03 2.599999999999999772e-04
3.009999999999999828e-02 1.100000000000000066e-03 1.200000000000000030e-04
2.699999999999999969e-02 8.000000000000000383e-04 2.500000000000000052e-04
2.089999999999999844e-02 3.700000000000000164e-03 2.400000000000000061e-04
1.990000000000000102e-02 2.899999999999999800e-03 1.000000000000000048e-04
2.170000000000000054e-02 8.999999999999999754e-04 3.400000000000000244e-04
2.419999999999999929e-02 5.999999999999999474e-04 2.000000000000000096e-04
2.709999999999999909e-02 5.300000000000000024e-03 3.299999999999999982e-04
2.570000000000000062e-02 4.499999999999999660e-03 3.499999999999999964e-04
3.150000000000000022e-02 1.699999999999999905e-03 4.499999999999999877e-04
3.509999999999999926e-02 1.299999999999999940e-03 4.200000000000000174e-04
2.560000000000000123e-02 3.599999999999999901e-03 2.300000000000000070e-04
1.239999999999999956e-02 4.599999999999999922e-03 4.899999999999999842e-04
1.519999999999999997e-02 4.599999999999999922e-03 4.600000000000000139e-04
2.350000000000000006e-02 1.699999999999999905e-03 1.399999999999999877e-04
9.299999999999999239e-03 2.299999999999999961e-03 2.100000000000000087e-04
2.299999999999999961e-02 4.499999999999999660e-03 3.400000000000000244e-04
2.920000000000000026e-02 5.499999999999999681e-03 2.300000000000000070e-04
3.049999999999999933e-02 5.199999999999999761e-03 2.300000000000000070e-04
2.700000000000000143e-03 2.899999999999999800e-03 1.700000000000000122e-04
